RecordTypeId,mbfc__Person__c,mbfc__Completion_Date__c,mbfc__Start_Date__c,mbfc__Context__c,mbfc__Category__c,mbfc__Affiliation__c,Archdpdx_Migration_Id__c
012Dx0000003p5DIAQ,003Dx00000nKjI7IAK,,2016-06-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkji7iak20160601faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjICIA0,,1967-05-20,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjicia019670520faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjIHIA0,,1995-11-21,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjihia019951121faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjIbIAK,,2007-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjibiak20070609faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjInIAK,2022-05-22,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjiniak20220522readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjInIAK,2022-05-22,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjiniak20220522acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjIpIAK,,2021-06-21,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjipiak20210621faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjIpIAK,2020-01-09,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjipiak20200109readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjIpIAK,2020-01-09,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjipiak20200109acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjSlIAK,2000-12-19,,001Dx00001HwFFmIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjsliak20001219incardinated
012Dx0000003p5AIAQ,003Dx00000nKjSmIAK,1995-01-18,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjsmiak19950118readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjSmIAK,1996-02-07,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjsmiak19960207acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjSnIAK,,2012-06-09,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjsniak20120609faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjSpIAK,,2015-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjspiak20150701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjStIAK,,2008-06-07,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjstiak20080607faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjSuIAK,,2024-02-19,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjsuiak20240219faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjT0IAK,,2022-03-19,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjt0iak20220319faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjT2IAK,,2021-05-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjt2iak20210501faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjT7IAK,,2016-09-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjt7iak20160901faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjT7IAK,2001-09-23,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjt7iak20010923readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjT7IAK,2003-09-29,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjt7iak20030929acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjTIIA0,,2020-02-18,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjtiia020200218faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjTIIA0,1975-04-26,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjtiia019750426readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjTIIA0,1975-11-26,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjtiia019751126acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjTMIA0,,2023-07-20,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjtmia020230720faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjTTIA0,,2004-09-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjttia020040915faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjTVIA0,,2016-10-21,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjtvia020161021faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjTZIA0,,2019-05-24,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjtzia020190524faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjTbIAK,,1996-04-23,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjtbiak19960423faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjThIAK,,2005-06-11,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjthiak20050611faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjTqIAK,,1992-09-05,001Dx00001HwDsgIAF,Faculties,Faculties (Restricted),003dx00000nkjtqiak19920905faculties(restricted)
012Dx0000003p5DIAQ,003Dx00000nKjTqIAK,2021-11-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Restricted),003dx00000nkjtqiak20211101faculties(restricted)
012Dx0000003p5AIAQ,003Dx00000nKjTrIAK,2023-08-15,,001Dx00001HwFFXIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjtriak20230815incardinated
012Dx0000003p5DIAQ,003Dx00000nKjTuIAK,,2005-11-07,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjtuiak20051107faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjTyIAK,1981-11-24,,001Dx00001HwFFqIAN,Ecclesial Affiliations,Incardinated,003dx00000nkjtyiak19811124incardinated
012Dx0000003p5DIAQ,003Dx00000nKjU3IAK,,2023-10-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkju3iak20231015faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKjU3IAK,2010-03-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkju3iak20100308readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjU3IAK,2010-03-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkju3iak20100308acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjU6IAK,,2019-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkju6iak20190801faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKjUJIA0,,2017-10-11,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkjujia020171011faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKizpIAC,,2012-09-12,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkizpiac20120912faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKizxIAC,,2022-09-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkizxiac20220901faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj09IAC,,2017-10-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj09iac20171001faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj09IAC,1996-05-15,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj09iac19960515readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj09IAC,1997-06-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj09iac19970601acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj09IAC,1998-12-07,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj09iac19981207candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0DIAS,,2013-06-08,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj0dias20130608faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj0JIAS,,2017-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj0jias20170603faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj0NIAS,,2023-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj0nias20230801faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj0QIAS,,2007-11-03,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj0qias20071103faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj0QIAS,2004-03-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj0qias20040320readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0QIAS,2004-12-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj0qias20041218acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0QIAS,2006-12-09,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj0qias20061209candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0WIAS,,1977-06-04,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj0wias19770604faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj0ZIAS,,2019-07-19,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj0zias20190719faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj0aIAC,,2005-11-05,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkj0aiac20051105faculties
012Dx0000003p5AIAQ,003Dx00000nKj0aIAC,2004-12-18,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj0aiac20041218readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0aIAC,2004-12-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj0aiac20041218acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0aIAC,2004-12-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj0aiac20041218candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0gIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj0giac19000101faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKj0mIAC,1998-02-14,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj0miac19980214readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0mIAC,1997-06-01,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj0miac19970601acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0mIAC,1998-10-24,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj0miac19981024candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0nIAC,,2015-07-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj0niac20150715faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKj0qIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj0qiac20010908readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0qIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj0qiac20010908acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0qIAC,2001-09-08,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj0qiac20010908candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0uIAC,,2019-10-26,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj0uiac20191026faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj0uIAC,2018-03-11,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj0uiac20180311readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0uIAC,2018-03-11,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj0uiac20180311acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj0uIAC,2019-05-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj0uiac20190512candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj0yIAC,,2023-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj0yiac20230801faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKj10IAC,2004-11-23,,001Dx00001HwFE6IAN,Ecclesial Affiliations,Incardinated,003dx00000nkj10iac20041123incardinated
012Dx0000003p5DIAQ,003Dx00000nKj10IAC,2014-04-02,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj10iac20140402faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKj1JIAS,2004-05-02,,001Dx00001HwFGUIA3,Ecclesial Affiliations,Incardinated,003dx00000nkj1jias20040502incardinated
012Dx0000003p5DIAQ,003Dx00000nKj1JIAS,2015-04-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj1jias20150401faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj1MIAS,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj1mias20090613faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKj1NIAS,2004-02-05,,,Ecclesial Affiliations,Incardinated,003dx00000nkj1nias20040205incardinated
012Dx0000003p5AIAQ,003Dx00000nKj1RIAS,2022-09-05,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1rias20220905acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj1SIAS,,2019-10-26,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj1sias20191026faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj1SIAS,2016-08-28,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj1sias20160828readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1SIAS,2016-08-28,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1sias20160828acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1SIAS,2019-05-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj1sias20190512candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj1cIAC,,2016-08-15,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj1ciac20160815faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj1eIAC,,2010-11-06,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj1eiac20101106faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj1eIAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj1eiac20091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1eIAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1eiac20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1eIAC,2010-07-18,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj1eiac20100718candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj1fIAC,,2022-10-25,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj1fiac20221025faculties(confessional)
012Dx0000003p5AIAQ,003Dx00000nKj1gIAC,1988-12-23,,001Dx00001HwFGZIA3,Ecclesial Affiliations,Incardinated,003dx00000nkj1giac19881223incardinated
012Dx0000003p5DIAQ,003Dx00000nKj1jIAC,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj1jiac20111029faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj1jIAC,2008-10-25,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj1jiac20081025readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1jIAC,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1jiac20091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1jIAC,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj1jiac20101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj1oIAC,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj1oiac19971129faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj1oIAC,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj1oiac19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1oIAC,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1oiac19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1oIAC,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj1oiac19970712candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1vIAC,2002-10-26,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj1viac20021026readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj1vIAC,2002-10-26,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj1viac20021026acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKj26IAC,,2021-08-15,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj26iac20210815faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj2DIAS,,2006-12-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj2dias20061209faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj2DIAS,2004-03-20,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj2dias20040320readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj2DIAS,2004-12-18,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj2dias20041218acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj2DIAS,2005-11-05,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj2dias20051105candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj2PIAS,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj2pias19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKj2SIAS,,2011-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (Confessional),003dx00000nkj2sias20110603faculties(confessional)
012Dx0000003p5DIAQ,003Dx00000nKj2UIAS,,1990-03-12,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkj2uias19900312faculties
012Dx0000003p5DIAQ,003Dx00000nKj2aIAC,,1993-11-05,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkj2aiac19931105faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKj2aIAC,1977-10-12,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj2aiac19771012readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKj2aIAC,1977-10-12,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkj2aiac19771012acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKj2aIAC,1993-04-17,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkj2aiac19930417candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKj2hIAC,,2004-05-29,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkj2hiac20040529faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKj2oIAC,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkj2oiac19000101faculties(withdrawn)
012Dx0000003p5AIAQ,003Dx00000nKj2xIAC,2010-11-06,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkj2xiac20101106readerinstallation
012Dx0000003p5DIAQ,003Dx00000nKjJCIA0,,2022-08-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjjcia020220801faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjJTIA0,,2018-03-19,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjjtia020180319faculties
012Dx0000003p5AIAQ,003Dx00000nKjJTIA0,2006-02-26,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjjtia020060226readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJTIA0,2006-09-10,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjjtia020060910acolyteinstallation
012Dx0000003p5DIAQ,003Dx00000nKjJVIA0,,2011-10-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjjvia020111029faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjJVIA0,2009-10-31,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjjvia020091031readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJVIA0,2009-10-31,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjjvia020091031acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJVIA0,2010-11-06,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjjvia020101106candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjJgIAK,,2017-07-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjjgiak20170701faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjJkIAK,,2023-06-03,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjjkiak20230603faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjJkIAK,2019-03-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjjkiak20190308readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJkIAK,2020-02-11,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjjkiak20200211acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJkIAK,2021-10-20,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjjkiak20211020candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjJpIAK,,2020-12-01,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjjpiak20201201faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjJpIAK,2008-04-08,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjjpiak20080408readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJpIAK,2008-04-08,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjjpiak20080408acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjJpIAK,2004-09-08,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjjpiak20040908candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjK0IAK,,2009-06-13,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjk0iak20090613faculties(general)
012Dx0000003p5DIAQ,003Dx00000nKjKBIA0,,2021-09-11,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjkbia020210911faculties(diaconal)
012Dx0000003p5DIAQ,003Dx00000nKjKCIA0,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjkcia019000101faculties(withdrawn)
012Dx0000003p5DIAQ,,,1977-06-05,001Dx00001HwDsgIAF,Faculties,Faculties,none19770605faculties
012Dx0000003p5DIAQ,,1985-07-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),none19850701faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjKGIA0,,2000-12-09,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjkgia020001209faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjKGIA0,1999-10-23,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjkgia019991023readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKGIA0,1999-10-23,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjkgia019991023acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKGIA0,1999-10-23,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjkgia019991023candidateinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKRIA0,1993-04-17,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjkria019930417readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKRIA0,1993-04-17,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjkria019930417acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKRIA0,1993-04-17,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjkria019930417candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjKVIA0,,2003-10-01,001Dx00001HwDsgIAF,Faculties,Faculties,003dx00000nkjkvia020031001faculties
012Dx0000003p5DIAQ,003Dx00000nKjKXIA0,,2009-11-01,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjkxia020091101faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjKXIA0,2005-11-05,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjkxia020051105readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKXIA0,2006-12-09,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjkxia020061209acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjKXIA0,2008-10-25,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjkxia020081025candidateinstallation
012Dx0000003p5DIAQ,003Dx00000nKjKaIAK,1900-01-01,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjkaiak19000101faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjKjIAK,,2015-06-05,001Dx00001HwDsgIAF,Faculties,Faculties (General),003dx00000nkjkjiak20150605faculties(general)
012Dx0000003p5AIAQ,003Dx00000nKjL0IAK,1975-01-04,,001Dx00001HwFGQIA3,Ecclesial Affiliations,Incardinated,003dx00000nkjl0iak19750104incardinated
012Dx0000003p5DIAQ,003Dx00000nKjL1IAK,2021-09-28,,001Dx00001HwDsgIAF,Faculties,Faculties (Withdrawn),003dx00000nkjl1iak20210928faculties(withdrawn)
012Dx0000003p5DIAQ,003Dx00000nKjL7IAK,,1997-11-29,001Dx00001HwDsgIAF,Faculties,Faculties (Diaconal),003dx00000nkjl7iak19971129faculties(diaconal)
012Dx0000003p5AIAQ,003Dx00000nKjL7IAK,1996-08-03,,001Dx00001HwDsgIAF,Installations,Reader Installation,003dx00000nkjl7iak19960803readerinstallation
012Dx0000003p5AIAQ,003Dx00000nKjL7IAK,1996-08-03,,001Dx00001HwDsgIAF,Installations,Acolyte Installation,003dx00000nkjl7iak19960803acolyteinstallation
012Dx0000003p5AIAQ,003Dx00000nKjL7IAK,1997-07-12,,001Dx00001HwDsgIAF,Installations,Candidate Installation,003dx00000nkjl7iak19970712candidateinstallation
